date,Stage,Tmin,Tavg,Tmax,Humidity_min,Humidity_Avg,Humidity_max,Rain,Solar R_Avg,wind_speed_Avg,ETo,Irri,WCTot,YieldPart
06/07/2013,4,9.9,14.1,18.4,39,71.3958,92,4.4,200.8375,5.4531,3.9,0,150.4,3.745
06/08/2013,4,6.7,12.8,19,50,75.7708,95,0.2,199.0042,4.5333,3.8,2,150.8,3.767
06/09/2013,4,11,16,21,50,69.4167,91,0,169.0865,5.5573,4.1,0,149.4,3.773
06/10/2013,4,9.1,15.6,22,48,73.0312,94,0,225.8521,3.8156,4.2,0,149.1,3.779
06/11/2013,4,10.6,18.8,26.9,42,64.4583,92,0,244.926,2.5667,5,0,148.8,3.784
06/12/2013,4,12.6,21.8,30.9,30,57.7812,91,0,307.276,2.6323,5.8,2,148.7,3.789
06/13/2013,4,12.2,22,31.9,19,50.25,86,0,309.3344,2.1292,5.9,0,148.2,3.792
06/14/2013,4,13,22.4,31.9,11,48.4583,89,0,316.1021,3.1146,6.5,0,147.9,3.796
06/15/2013,4,12,22.1,32.3,15,36.7292,66,0,317.3375,2.2531,6.2,0,147.6,3.798
06/16/2013,4,12.3,21.6,30.9,17,46.4688,77,0,301.0865,5.4802,7.4,2,147.4,3.801
06/17/2013,4,12.2,15.8,19.4,38,60.6354,89,0.2,271.7146,8.475,4.3,0,147.2,3.803
06/18/2013,4,10.5,16.2,21.9,37,64.8542,92,1.6,219.7448,5.649,4.7,0,147.1,3.805
03/01/2014,1,7.6,11,14.4,69,81.8958,94,1.4,31.5427,9.3875,1.9,0,263.4,0
03/02/2014,1,9.4,12,14.6,65,82.1771,91,0.6,68.0104,9.7031,2.1,0,261.8,0
03/03/2014,1,7.1,9.6,12,46,61.2083,73,0,170.5604,19.6792,3.4,0,259.5,0
03/04/2014,1,6.7,9.7,12.7,54,68.8646,88,0.2,98.3573,8.9771,2.3,2,259.1,0
03/05/2014,2,8.9,14.7,20.5,36,59.1667,88,0.2,189.6167,7.3583,3.8,0,256.1,0
03/06/2014,2,7,14.2,21.3,33,54.1875,80,0,190.8198,2.5875,2.9,0,254.6,0
03/07/2014,2,5.3,12.6,19.8,43,60.9479,85,0,189.6448,2.6875,2.7,0,253.5,0
03/08/2014,2,10.2,15.2,20.1,26,51.0833,76,0,194.1333,6.2844,4,2,252.4,0
03/09/2014,2,8.8,13.3,17.8,29,42.0833,52,0,157.5344,6.6729,4,0,251,0
03/10/2014,2,8,14.1,20.1,25,41.8958,60,0,202.0479,5.4844,4.1,0,249.9,0
03/11/2014,2,9.8,14.8,19.8,26,38.875,60,0,201.675,7.2979,4.5,0,248.9,0
03/12/2014,2,6.3,12.8,19.4,30,47.5833,72,0,193.9896,4.0573,3.4,2,248.5,0
03/13/2014,2,4.9,11.1,17.2,42,61.9375,87,0,188.801,1.7385,2.3,0,248.1,0
03/14/2014,2,5.9,12,18.1,34,58.4583,82,0,190.5687,2.1875,2.6,0,247.6,0
03/15/2014,2,6.2,13.8,21.3,23,49.2292,83,0,202.2583,4.8427,4,0,246.9,0
03/16/2014,2,8.9,15.8,22.6,18,32.2917,66,0,208.6719,6.5333,5,2,246.3,0
03/17/2014,2,5.3,14.2,23,21,51.6667,81,0,212.2229,1.9417,3.3,0,245.8,0
03/18/2014,2,0,11.1,22.2,1,55.0208,87,0,199.2958,2.9438,4,0,245.2,0
03/19/2014,2,0,11.3,22.6,1,52.2917,71,0,185.7177,7.4927,6.2,0,244.3,0
03/20/2014,2,8.1,14.2,20.3,53,72.4792,93,0,195.3448,2.8458,2.8,2,244,0
03/21/2014,2,7.3,12.3,17.3,59,85.4688,95,0.4,112.4656,4.2302,2.5,0,243.6,0
03/22/2014,2,5.3,9.7,14.1,42,62.4479,94,0.4,186.6729,9.1073,3,0,243.1,0
03/23/2014,2,0.4,8,15.6,37,62.4375,90,0,208.6417,1.6573,2.5,0,242.6,0
03/24/2014,2,3.6,9.3,15,49,74.3229,91,1.2,109.7417,5.7292,2.8,2,242.8,0
03/25/2014,2,5.3,10.2,15.1,47,61.1562,75,0,141.7323,15.6958,3.8,0,241.5,0
03/26/2014,2,4.1,9.4,14.7,35,52.7812,72,0,219.5969,12.5177,4,0,240.6,0
03/27/2014,2,1.3,6.6,11.8,48,75.3646,94,0.2,117.2854,2.2979,2.1,0,240.1,0
03/28/2014,2,5.3,7.3,9.3,75,88.0312,93,17.2,55.1385,4.65,1.5,2,257.7,0
03/29/2014,2,5.5,9.3,13,57,79.8958,93,0,133.0146,3.1927,2.1,0,255.4,0
03/30/2014,2,3.4,7.4,11.4,70,90.4688,95,17.4,56.101,2.9927,1.9,0,270.3,0
03/31/2014,2,8.9,11.2,13.5,77,90.8646,95,13.8,47.5771,6.4833,1.8,0,276.9,0
04/01/2014,2,9.1,10.1,11,89,92.1458,95,47.6,25.3542,7.4615,1.1,2,303.2,0
04/02/2014,2,6.4,10.2,14,69,86.3542,94,11.4,115.5385,3.1875,2.1,0,276.2,0
04/03/2014,2,4.4,9.7,15,45,76.4271,95,0,182.5906,5.9458,2.9,0,263.2,0
04/04/2014,3,6.1,9.4,12.7,74,86.6562,94,3.4,72.6969,5.0063,1.9,0,262.8,0
04/05/2014,3,10.6,15.8,20.9,55,80.8229,95,1.8,212.1531,6.1354,3.4,2,262.7,0
04/06/2014,3,7.6,13.9,20.2,56,81.1667,96,0,195.1875,1.5823,2.9,0,259.5,0
04/07/2014,3,9.7,16.5,23.4,42,70.5104,94,0,225.1052,2.3292,3.6,0,255.8,0.017
04/08/2014,3,8.8,16.9,25,26,56.4062,83,0,251.6135,2.9521,4.3,0,252.1,0.021
04/09/2014,3,11.8,18.1,24.4,40,61.6875,85,0,151.8021,2.5531,3.8,2,250,0.027
04/10/2014,3,12.1,18.3,24.5,30,60.1875,84,0,249.0625,3.5313,4.2,0,246.3,0.034
04/11/2014,3,9.4,16.9,24.3,37,66.9167,90,0,252.5875,2.2687,3.9,0,243.2,0.043
04/12/2014,3,12.5,18.2,23.9,37,56.1979,90,0,206.3896,8.1292,4.9,0,239.3,0.053
04/13/2014,3,9.5,17.2,24.9,30,58.6146,88,0,246.3958,2.8719,4.3,2,236.6,0.066
04/14/2014,3,12.8,18.2,23.6,42,61.6354,84,0,172.1094,1.85,3.5,0,233.1,0.081
04/15/2014,3,13.3,18.9,24.5,37,61.8229,88,0,253.1615,2.5771,3.8,0,229.9,0.099
04/16/2014,3,10.5,17.4,24.3,42,71.25,94,0,237.9365,1.4979,3.6,0,226.9,0.12
04/17/2014,3,11.2,19.6,28,28,57.1146,90,0,258.3552,1.9563,4.5,2,224,0.146
04/18/2014,3,11.4,19.1,26.8,32,60.9792,94,0,243.4708,2.5427,4.4,0,219.3,0.176
04/19/2014,3,9.3,13,16.7,61,82.7604,96,0,57.2323,2.874,2.6,0,217.1,0.211
04/20/2014,3,4.7,10.8,16.8,49,72.8854,94,0,149.3385,1.9333,2.9,0,214.6,0.252
04/21/2014,3,9.7,14.7,19.7,37,68.2292,94,0.2,215.2573,4.6521,3.7,2,212.7,0.3
04/22/2014,3,6.3,12.6,18.9,43,67.4792,89,0,193.176,4.8604,3.7,0,208.7,0.355
04/23/2014,3,8.2,13.1,18,45,79.0104,95,7,151.549,2.5604,3.1,0,212.3,0.418
04/24/2014,3,6.3,11.4,16.5,50,71.7292,93,1.8,217.276,6.5292,3.3,0,210.5,0.487
04/25/2014,3,3.5,10.7,17.9,44,62.4167,89,0,205.8344,6.6323,3.9,2,208.2,0.561
04/26/2014,3,8.9,13.7,18.5,25,75.8333,93,0.2,152.3104,7.9125,4.4,0,204.2,0.64
04/27/2014,3,4.4,13.6,22.8,30,58.7708,91,0,271.2719,3.149,4.5,0,200.2,0.723
04/28/2014,3,7.1,16.1,25.1,29,64.3229,94,0,276.3906,1.8208,4.3,0,196.4,0.81
04/29/2014,3,7.1,16.1,25.1,33,63.8854,93,0,273.5094,3.5458,4.8,2,193.6,0.899
04/30/2014,3,9.2,16.5,23.9,37,63.8438,91,0,249.451,4.9292,4.8,0,189.1,0.988
05/01/2014,3,11.3,19.3,27.2,25,55.7604,88,0,285.4271,5.9719,6,0,185.1,1.076
05/02/2014,3,15.6,21.1,26.6,24,38.7188,53,0,282.1167,11.0333,7.7,0,181,1.161
05/03/2014,3,13,18.9,24.7,21,35.4896,49,0,291.0969,10.9563,7.5,2,177.8,1.247
05/04/2014,3,11.3,19.8,28.3,25,37.25,59,0,285.6854,3.9146,5.8,0,174.5,1.333
05/05/2014,3,11.2,20.1,29,23,47.6771,81,0,260.8875,2.4187,5.2,0,172.2,1.42
05/06/2014,3,8.9,18.3,27.7,16,47.5,83,0,269.7969,2.6125,5.3,0,169.9,1.507
05/07/2014,3,9.6,18.1,26.7,28,56.7708,85,0,235.101,4.1854,5.5,2,168.7,1.593
05/08/2014,3,11.5,19.9,28.3,24,58.9583,93,0,285.9083,3.776,5.6,0,165.9,1.677
05/09/2014,3,16.8,24,31.1,23,47.6146,78,0,282.4208,5.6063,6.7,0,163.9,1.758
05/10/2014,3,14.7,22.9,31.1,24,53.4479,87,0,283.575,3.6396,6,0,162.2,1.838
05/11/2014,3,10.9,19.5,28.1,21,53.3229,87,0,290.7552,3.0302,5.4,2,161.6,1.92
05/12/2014,3,12,20.3,28.6,20,43.1354,81,0,296.6115,4.9885,6.3,0,159.3,1.997
05/13/2014,3,12,18.8,25.6,21,38.3333,63,0,303.0021,14.7219,8.3,0,157.8,2.071
05/14/2014,3,12.1,19.6,27,24,33.6667,46,0,294.2083,9.7885,7.9,0,156.4,2.143
05/15/2014,3,15.9,22.3,28.6,20,30.75,40,0,290.8958,6.9823,7.5,2,155.6,2.214
05/16/2014,4,15.2,22,28.8,15,31.0208,47,0,277.024,10.976,9.1,0,154.1,2.281
05/17/2014,4,12.3,20.2,28.1,15,24.7188,38,0,306.6052,10.7896,9.1,0,153,2.347
05/18/2014,4,13.7,20.8,27.8,18,31.0417,48,0,299.0385,4.9115,6.5,0,152.3,2.413
05/19/2014,4,7,12.9,18.8,39,66.2396,86,2,195.8063,5.849,4.2,2,154.6,2.486
05/20/2014,4,4.7,9.7,14.6,53,85.5833,96,15.2,126.8083,3.7698,3,0,166.7,2.629
05/21/2014,4,8.3,9.9,11.4,71,85.0729,96,22.2,127.0562,8.5656,1.9,0,186,2.777
05/22/2014,4,8.6,12.8,16.9,45,76.7292,93,2.6,201.4958,7.2219,3.6,0,184.9,2.93
05/23/2014,4,8.1,13.4,18.7,31,63.2812,89,0,229.2469,4.3531,4,2,182.7,3.089
05/24/2014,4,6.3,13.5,20.7,32,60.2708,93,0,277.7042,4.7083,4.5,0,178,3.25
05/25/2014,4,5,12.1,19.2,30,60.6458,93,0,304.2313,5.2125,4.4,0,175.1,3.378
05/26/2014,4,6.3,14.7,23.1,23,53.4688,83,0,289.1406,3.3385,5,0,172.5,3.502
05/27/2014,4,6.6,14.9,23.2,27,60.2083,93,0,241.3125,4.9323,5.2,2,171.3,3.624
05/28/2014,4,10,15.2,20.4,45,64.5625,86,0,306.8948,7.7417,4.4,0,168.7,3.746
05/29/2014,4,7.8,15.4,23,47,67.7708,90,0,223.3792,5.3042,4.7,0,166.9,3.864
05/30/2014,4,9.1,16.8,24.4,33,60.7396,90,0,294.8333,4.7865,5.2,0,165.2,3.978
05/31/2014,4,13.4,18.1,22.9,25,45.1458,67,0,299.0219,10.8594,6.5,2,164,4.088
06/01/2014,4,12.5,19.3,26,26,45.9167,66,0,310.8583,8.726,6.9,0,161.7,4.193
06/02/2014,4,12.9,20.8,28.7,21,46.1562,76,0,295.924,3.3979,5.8,0,160.3,4.218
06/03/2014,4,11.1,19.6,28.2,19,48.0625,85,0,304.8594,3.2198,5.8,0,159.1,4.242
06/04/2014,4,9.7,17.4,25.2,25,56.125,88,0,310.3813,3.0521,5.1,2,158.9,4.265
06/05/2014,4,6.1,15.8,25.4,30,58.4167,91,0,291.8375,2.3708,5,0,157.1,4.285
06/06/2014,4,11.6,16.3,21,46,75.6979,96,17.8,139.3156,6.0156,4.1,0,170.8,4.371
06/07/2014,4,11.1,16.6,22.2,31,66.8333,96,0,283.4969,4.5979,4.6,0,166.3,4.456
06/08/2014,4,8.5,15.4,22.4,44,67.7396,93,0,277.6656,3.2312,4.3,2,164,4.539
06/09/2014,4,9.5,16.1,22.8,36,66.7292,94,0,238.2896,3.225,4.5,0,160.6,4.599
06/10/2014,4,9.7,17.8,25.8,26,58.5,91,0,241.3594,3.8833,5.4,0,159.4,4.621
06/11/2014,4,15.4,23.4,31.4,20,37.3438,69,0,310.074,3.7146,6.5,0,158.2,4.64
06/12/2014,4,19.8,26.7,33.6,21,41.0729,66,0,293.376,3.449,6.5,2,157.5,4.657
06/13/2014,4,21,28,35,21,36.1667,58,0,305.0896,4.3,7.3,0,156.1,4.672
06/14/2014,4,21.1,27.8,34.5,19,34.7812,57,0,298.4438,5.325,7.8,0,155.1,4.685
06/15/2014,4,16.9,23.4,30,19,31.9792,49,0,313.726,12.0167,9.7,0,154.1,4.695
06/16/2014,4,15.6,22.4,29.3,14,30.7708,52,0,317.7708,9.8552,9,2,153.3,4.705
06/17/2014,4,16.2,23.3,30.3,18,31.9062,48,0,315.9729,5.9917,7.6,0,152.6,4.714
06/18/2014,4,12.1,20.6,29,35,55.0938,84,0,269.4958,3.076,5.6,0,152.1,4.723
03/01/2015,1,7.3,13.7,20,49,71.375,89,0,160.7375,5.0906,2.9,0,261.4,0
03/02/2015,1,6.9,13.4,19.9,44,77.0833,96,0,149.9719,1.5719,2.2,0,260,0
03/03/2015,1,6.2,12.7,19.1,48,76.4896,96,0,144.9323,2.875,2.4,0,258.8,0
03/04/2015,1,7.8,13.2,18.6,26,52.1042,85,0,188.6813,13.5781,4.8,2,256.2,0
03/05/2015,2,6,11.4,16.9,26,35.7708,46,0,190.8177,18.0948,5.8,0,253.3,0
03/06/2015,2,3.7,11.8,20,17,33.3438,56,0,194.3885,4.3521,3.9,0,252,0
03/07/2015,2,5.5,13.9,22.4,16,30.1771,54,0,195.0969,2.801,3.5,0,251.1,0
03/08/2015,2,9,16.4,23.7,14,27.5625,47,0,196.6208,7.0708,5.6,2,250,0
03/09/2015,2,6.8,16,25.2,13,28.3958,58,0,199.6781,2.4656,3.7,0,249.2,0
03/10/2015,2,7.5,15.8,24.1,22,41.875,66,0,197.1396,1.9583,3.2,0,248.5,0
03/11/2015,2,4,13.6,23.2,26,54.6354,88,0,200.7094,1.2094,2.8,0,248,0
03/12/2015,2,3.7,12.2,20.6,23,62.2917,94,0,187.7146,2.6125,3.1,2,247.7,0
03/13/2015,2,7.9,13.1,18.4,26,49.3646,75,0,199.5844,13.9729,5.1,0,246.9,0
03/14/2015,2,7.1,11.9,16.8,17,34.2812,56,0,211.4208,11.8854,5.3,0,246.2,0
03/15/2015,2,4.2,10.7,17.1,28,43.0312,64,0,206.6729,5.7521,3.7,0,245.7,0
03/16/2015,2,1.9,8.9,16,29,48.5833,76,0,205.8688,3.2094,2.9,2,245.4,0
03/17/2015,2,4.6,7,9.4,60,83.7396,93,7,52.4365,4.9052,1.7,0,250.6,0
03/18/2015,2,6.4,8,9.5,74,84.9896,95,6.4,54.0812,4.2187,1.3,0,255.5,0
03/19/2015,2,6.6,11.9,17.2,41,63.4062,80,0,177.8573,8.9531,3.7,0,251.5,0
03/20/2015,2,9.9,14,18.1,39,62.1562,90,1.6,125.3094,9.5604,3.7,2,251.1,0
03/21/2015,2,7.1,11.8,16.4,50,68.4271,90,0.2,145.5406,12.601,3.3,0,249.9,0
03/22/2015,2,8.3,10.8,13.3,58,67.2188,79,0.2,77.3885,13.6635,2.8,0,249,0
03/23/2015,2,4.8,10.3,15.8,36,62.7604,88,1.8,169.7406,9.9323,3.7,0,248.2,0
03/24/2015,2,5.6,11.1,16.5,41,61.8646,82,0.6,160.124,19.0896,4.3,2,247.4,0
03/25/2015,2,3.8,9.1,14.3,28,48.0208,68,0,229.026,11.625,4.2,0,246.1,0
03/26/2015,2,3.5,9.8,16.2,50,68.6562,84,0,145.2833,4.8292,2.9,0,245.3,0
03/27/2015,2,5.4,14.7,24,36,65.1562,95,0,229.8667,2.85,3.8,0,244.3,0
03/28/2015,2,7.6,17.3,27,16,50.1979,89,0,233.2104,2.5656,4.4,2,243.2,0
03/29/2015,2,6.7,15.9,25.1,20,46.8854,76,0,205.0438,2.3406,4,0,242,0
03/30/2015,2,7,17.2,27.4,21,49.7188,81,0,236.9052,2.0042,4.2,0,240.6,0
03/31/2015,2,11.5,19.1,26.8,12,24.6771,44,0,239.5521,8.6656,7.5,0,238.2,0
04/01/2015,2,14.3,19.9,25.5,20,31.2812,44,0,244.8604,13.8906,8.3,2,235.4,0
04/02/2015,2,11.8,18.6,25.3,13,25.2083,48,0,226.5333,4.8906,5.5,0,233.4,0
04/03/2015,2,11.1,18.2,25.3,20,37.4792,61,0,164.4938,1.3448,3.5,0,232,0
04/04/2015,3,12.6,19,25.4,16,30.5208,49,0,243.7927,6.3198,6,0,229.4,0
04/05/2015,3,11.8,18.5,25.1,23,35.5833,52,0,222.7865,4.8229,5.2,2,227.1,0
04/06/2015,3,8.8,13.8,18.9,53,75.0625,92,1.4,101.8833,2.3583,2.8,0,225.7,0
04/07/2015,3,11,15.6,20.1,24,58.1146,93,0,221.251,6.8438,4.3,0,223.4,0.016
04/08/2015,3,8.9,12.2,15.4,44,63.3646,90,3,109.4917,8.4313,3.2,0,222.9,0.02
04/09/2015,3,8.1,9.1,10.2,79,88.1771,93,8.6,34.1396,4.2229,1.4,2,232,0.025
04/10/2015,3,8.9,12.8,16.7,69,86.4375,95,5.4,111.9031,2.3344,2.4,0,234.7,0.032
04/11/2015,3,7,14,21,38,64.8125,93,0,253.5031,5.8802,4.1,0,230.3,0.04
04/12/2015,3,10.7,16.4,22.2,36,55.6458,77,0,241.15,6.3198,4.6,0,225.2,0.05
04/13/2015,3,11.5,17.2,22.9,29,47.7188,70,0,244.9885,6.9146,5.2,2,221.5,0.062
04/14/2015,3,12.5,17.5,22.5,29,46.2604,83,0.6,152.8115,6.0677,4.6,0,218,0.076
04/15/2015,3,10.8,14.3,17.7,60,82.0208,94,0.8,93.5198,1.9979,2.5,0,216,0.093
04/16/2015,3,7.9,13.1,18.3,49,77.6979,96,0,125.5687,3.1344,3.1,0,213.5,0.114
04/17/2015,3,6.8,13.2,19.5,37,66.1979,95,0,213.6917,3.2031,3.5,2,211.7,0.138
04/18/2015,3,5.1,10.6,16.2,48,70.3021,89,0.4,195.6583,6.1073,3.3,0,208.9,0.167
04/19/2015,3,4,12.4,20.9,31,62.6979,92,0,267.7,1.7385,3.6,0,205.9,0.2
04/20/2015,3,5.7,14.1,22.5,31,58.0625,89,0,263.0135,2.0573,3.9,0,202.6,0.24
04/21/2015,3,8.8,16.1,23.3,34,50.6354,81,0,213.5167,4.9729,4.7,2,199.6,0.284
04/22/2015,3,8.5,14.8,21,34,63.3229,89,0,192.7719,3.5875,3.9,0,195.6,0.336
04/23/2015,3,5,14.3,23.7,21,51.6042,90,0,256.5833,2.1469,4.3,0,192.4,0.393
04/24/2015,3,9.5,13.6,17.6,48,78.0938,94,3,85.7531,1.5292,2.8,0,192.4,0.458
04/25/2015,3,9.9,13.5,17.1,67,87.0833,95,9,120.474,4.401,2.6,2,200.6,0.528
04/26/2015,3,9.2,12.7,16.2,53,79.3438,96,14,152.3667,6.0656,2.9,0,211.4,0.603
04/27/2015,3,7.8,13.7,19.6,43,69.4271,90,0,193.8802,4.3896,3.8,0,207.2,0.682
04/28/2015,3,7,13.8,20.7,36,67.0938,92,0,221.4667,2.5802,3.8,0,203.1,0.767
04/29/2015,3,5.4,13.1,20.8,36,60.4167,86,0,249.6719,3.625,4.1,2,200.6,0.855
04/30/2015,3,7.3,16.1,24.9,30,63.4271,93,0,258.1656,3.1219,4.7,0,195.7,0.946
05/01/2015,3,13.2,17.1,21.1,61,73.6562,90,0,168.3677,5.2927,3.4,0,192.7,1.042
05/02/2015,3,14.3,19.5,24.7,33,71.4479,95,0,173.1125,2.7094,4.1,0,189.6,1.137
05/03/2015,3,13.2,15.5,17.8,74,86.9583,94,4.6,82.0125,1.5594,2.3,2,193.6,1.243
05/04/2015,3,11.2,14.8,18.4,61,86.6562,95,6.6,83.4031,7.0135,3.1,0,196.9,1.355
05/05/2015,3,7.8,13.1,18.3,39,65.3229,93,0,231.8333,5.5354,3.8,0,192.8,1.469
05/06/2015,3,4.4,12.8,21.2,27,57.9167,92,0,267.1042,1.726,3.9,0,189,1.581
05/07/2015,3,10.2,18,25.8,20,44.3229,78,0,276.824,4.0635,5.5,2,186.3,1.69
05/08/2015,3,12.1,17.6,23.2,43,68,92,0,261.6104,5.0927,4.4,0,182.6,1.801
05/09/2015,3,8.5,18,27.5,27,59.5417,94,0,258.7719,1.049,4.5,0,179.9,1.912
05/10/2015,3,11.9,21.6,31.2,22,49.7292,81,0,277.0167,1.4979,5.2,0,177.1,2.02
05/11/2015,3,14,22.8,31.6,22,48.1354,80,0,283.0156,1.6865,5.3,2,175.4,2.128
05/12/2015,3,13.6,22.8,32,18,51.8125,86,0,267.7229,1.201,5.1,0,172.2,2.234
05/13/2015,3,15.3,24,32.6,11,38.1354,76,0,228.1302,1.9562,5.6,0,169.9,2.337
05/14/2015,3,11.6,17.9,24.3,21,42.4062,68,0,278.0229,6.4208,6,0,167.7,2.438
05/15/2015,3,9.4,16.7,24,25,42.1875,68,0,297.9563,11.4177,7,2,166,2.536
05/16/2015,4,14.7,21.6,28.5,17,34.2083,54,0,302.5542,13.099,9.4,0,163.1,2.627
05/17/2015,4,15.7,23.3,30.8,19,33.8542,52,0,300.2563,8.8271,8.7,0,161.1,2.716
05/18/2015,4,15.5,24.1,32.8,18,33.8542,63,0,285.0156,3.5042,6.6,0,159.5,2.805
05/19/2015,4,13.7,18.9,24.1,18,43.375,70,0,303.1427,13.8573,7.6,2,158.4,2.892
05/20/2015,4,10.5,16.5,22.5,21,39.25,55,0,289.5427,12.4344,7.2,0,156.8,2.976
05/21/2015,4,10.7,17.1,23.5,22,36,54,0,303.9031,12.3896,7.5,0,155.6,3.058
05/22/2015,4,10,16.7,23.4,17,32.75,56,0,307.2542,14.924,8.1,0,154.4,3.137
05/23/2015,4,10.5,18.1,25.6,20,35.5312,58,0,302.9177,12.1458,8.1,2,153.6,3.214
05/24/2015,4,13.6,19.8,25.9,21,35.8854,54,0,307.3479,13.3417,8.4,0,152.5,3.289
05/25/2015,4,14,21.1,28.3,22,39.6354,62,0,297.2021,8.1344,7.5,0,151.7,3.362
05/26/2015,4,17,22.6,28.2,17,28.1042,46,0,307.9792,10.1344,8.6,0,151,3.433
05/27/2015,4,15.6,23.4,31.1,17,29.4896,50,0,306.151,8.2604,8.7,2,150.3,3.502
05/28/2015,4,19.3,26.3,33.3,14,25.7292,38,0,279.2802,4.6563,7.5,0,149.8,3.571
05/29/2015,4,16.1,24.3,32.4,17,33.1562,58,0,302.3729,3.9375,6.9,0,149.3,3.638
05/30/2015,4,13.4,21.8,30.2,19,36.3021,69,0,304.4344,4.4417,6.7,0,148.9,3.705
05/31/2015,4,12.7,21,29.4,19,46.1458,74,0,305.0052,5.6698,7,2,148.5,3.77
06/01/2015,4,13.4,22,30.6,28,53.1667,82,0,276.1552,3.3625,6,0,148.2,3.834
06/02/2015,4,12.3,22.1,31.9,14,46.3229,79,0,301.4073,2.2177,6,0,147.9,3.839
06/03/2015,4,16.8,25.8,34.7,15,35.8125,68,0,276.2,1.2917,5.6,0,147.6,3.843
06/04/2015,4,21.7,28.1,34.5,14,34.3646,52,0,275.8385,2.5875,6.1,2,147.5,3.846
06/05/2015,4,21,27.2,33.4,19,33.5938,48,0,245.1917,4.1667,6.9,0,147.2,3.849
06/06/2015,4,20.9,27.8,34.7,14,28.9375,46,0,275.3698,4.3844,7.5,0,146.9,3.852
06/07/2015,4,19,26.8,34.6,19,33.5625,61,1.2,274.9927,2.5156,6.3,0,146.7,3.854
06/08/2015,4,21.1,27.5,33.9,14,31.7083,58,0,234.1625,5.8198,8,2,146.6,3.856
06/09/2015,4,19.1,25.5,31.8,22,36.75,60,0,181.5448,5.9354,7.4,0,146.4,3.857
06/10/2015,4,14.7,22,29.4,25,49.3229,76,0,236.7344,5.5542,6.7,0,146.2,3.859
06/11/2015,4,11.6,16.3,21,54,75.75,90,2.2,120.4292,4.2135,3.8,0,146.9,3.861
06/12/2015,4,8.2,14.7,21.1,29,59,93,0,256.2698,3.5896,4.4,2,147.2,3.862
06/13/2015,4,7.2,12.8,18.5,40,67.1875,90,0.2,165.2885,3.525,3.8,0,147.1,3.864
06/14/2015,4,10.3,15,19.6,54,84.7188,95,12.4,137.1813,2.7562,3.5,0,156.7,3.889
06/15/2015,4,9.8,16.1,22.5,41,73.5104,95,0.6,210.9719,2.4094,4.2,0,155,3.914
06/16/2015,4,11.1,19.1,27.2,24,50.25,92,0,310.35,4.9917,6.1,2,153.5,3.934
06/17/2015,4,17.6,23.5,29.4,19,37.0417,59,0,308.9208,9.4958,8.4,0,151.7,3.946
06/18/2015,4,17.1,24.6,32,17,34.7812,54,0,310.1708,7.8302,8.7,0,150.6,3.951
03/01/2016,1,7.2,13.6,20,23,40.3646,72,0,182.1135,4.5385,3.5,0,261,0
03/02/2016,1,3.1,11.2,19.3,41,68.375,90,0,176.8167,2.1354,2.5,0,259.5,0
03/03/2016,1,4.3,11.6,18.8,34,65.1771,92,0,182.9385,3.4271,2.8,0,258.2,0
03/04/2016,1,3,8.3,13.6,58,75.1354,93,0,119.5521,8.6427,2.3,2,257.7,0
03/05/2016,2,5.4,8.3,11.2,50,61.3021,74,0,71.8979,9.5469,2.6,0,255.5,0
03/06/2016,2,0.2,6.7,13.2,41,61.4375,88,0,173.6833,7.9115,2.8,0,254,0
03/07/2016,2,7,10.2,13.3,38,59.3125,91,0.8,190.4573,15.6083,3.3,0,252.7,0
03/08/2016,2,3.7,9.2,14.6,32,52.4583,73,0,180.1948,6.4969,3.2,2,252.1,0
03/09/2016,2,3.1,8.7,14.2,53,73.7083,86,0,51.3927,6.2833,2.5,0,251.2,0
03/10/2016,2,1.7,8.2,14.6,33,58.0208,88,0,193.6969,6.9625,3.1,0,250.3,0
03/11/2016,2,4.6,9.3,14,33,49.8646,68,0,193.7573,12.3531,3.9,0,249.3,0
03/12/2016,2,4.5,11,17.5,25,45.0104,66,0,205.3323,8.6542,4.4,2,248.7,0
03/13/2016,2,7.3,12.3,17.3,24,40.2188,53,0,207.4833,11.526,5.1,0,247.8,0
03/14/2016,2,5.6,11.1,16.7,25,42.5417,68,0,201.6323,8.0427,4.1,0,247.1,0
03/15/2016,2,4.1,7.3,10.5,58,81.3333,94,1.2,65.9417,0.3021,1.5,0,247,0
03/16/2016,2,2.4,10.4,18.4,34,70.0833,96,0,202.1385,2.7479,2.9,2,246.7,0
03/17/2016,2,2.5,10.3,18.2,18,61.8333,91,0,176.3969,2.6562,3.1,0,246.2,0
03/18/2016,2,5.4,7.3,9.2,72,85.9375,94,4.2,41.9406,0.2958,1.3,0,249,0
03/19/2016,2,4.9,9,13.1,66,87.4167,95,6.2,97.7135,2.1896,1.9,0,253.1,0
03/20/2016,2,5.8,9.3,12.9,64,87.3646,95,9.8,97.3604,1.549,1.8,2,262.9,0
03/21/2016,2,7.1,10.2,13.3,61,78.4167,92,12.4,88.7375,4.1104,2,0,272.7,0
03/22/2016,2,6.2,10.9,15.6,44,68.8333,88,0,131.7885,7.2687,3.1,0,262.8,0
03/23/2016,2,5,10.3,15.5,40,63.1771,90,0,212.9646,9.3625,3.4,0,257.7,0
03/24/2016,2,7,14.3,21.7,22,42.8958,76,0,229.4969,9.2198,5.4,2,254.3,0
