date,Stage,Tmin,Tavg,Tmax,Humidity_min,Humidity_Avg,Humidity_max,Rain,Solar R_Avg,wind_speed_Avg,ETo,Irri,WCTot,YieldPart
03/01/2010,1,5.1,9.4,13.8,59,83.2917,95,0.2,143.7396,3.3552,1.8,0,262.4,0
03/02/2010,1,6.8,10.5,14.2,51,79.1354,95,32,86.0812,11.775,2.6,0,287.7,0
03/03/2010,1,7.5,10.4,13.3,71,89.7292,96,5.4,88.051,2.1792,1.5,0,271.1,0
03/04/2010,1,4.3,10.4,16.5,61,82.1354,96,0,160.9885,2.0344,2,2,265.2,0
03/05/2010,2,7.9,9.2,10.4,90,92.6042,95,35,24.3781,5.3958,1,0,291.7,0
03/06/2010,2,5.1,6.5,8,87,91.6979,95,18.8,17.7698,10.6781,0.9,0,283.7,0
03/07/2010,2,6,8.3,10.5,80,91.0833,95,7.2,62.8135,4.6115,1.3,0,272.7,0
03/08/2010,2,2.8,6.2,9.5,52,70.7917,89,0.2,56.6229,10.7552,2.2,2,265.6,0
03/09/2010,2,0.7,5.9,11.1,29,47.2292,69,0,222.4073,18.9052,3.9,0,261,0
03/10/2010,2,2.7,8.3,13.9,24,39.3854,65,0,197.9219,10.2406,4,0,258.7,0
03/11/2010,2,-0.5,6.1,12.7,35,55.6771,86,0,208.2187,5.9042,2.7,0,257.5,0
03/12/2010,2,2.5,6,9.5,46,55.9375,67,0,141.525,11.7229,2.8,2,256.5,0
03/13/2010,2,3.7,8.1,12.4,37,54.1771,76,0,219.5562,11.3333,3.3,0,254.1,0
03/14/2010,2,4,8.4,12.8,37,56.6146,78,0,222.9542,15.6792,3.6,0,252.4,0
03/15/2010,2,4.2,10.2,16.2,25,48.375,72,0,213.3365,3.625,3,0,251.3,0
03/16/2010,2,5.6,11.6,17.6,27,43.9688,65,0,190.2719,4.026,3.3,2,250.7,0
03/17/2010,2,5.7,11.9,18.1,37,52.1146,76,0,198.5979,4.5917,3.3,0,249.7,0
03/18/2010,2,10.5,14.7,18.9,56,70.5625,82,0,118.1958,1.7083,2.3,0,249.1,0
03/19/2010,2,10.4,13.6,16.9,73,84.7292,95,8.8,50.1552,1.6396,1.9,0,255.8,0
03/20/2010,2,10.9,14.2,17.5,75,86.0312,94,5,68.2948,2.5354,2,2,260.6,0
03/21/2010,2,10,14.9,19.8,47,80.3646,96,1.4,201.5323,1.9406,2.6,0,259.3,0
03/22/2010,2,7.5,13.3,19.1,48,75.3333,95,0,225.5521,1.1865,2.5,0,257.3,0
03/23/2010,2,9,14.3,19.7,55,73.7604,92,0,163.45,1.3448,2.5,0,255.8,0
03/24/2010,2,9.4,12.2,15,61,82.0938,94,4,75.1146,4.5865,2.1,2,259.5,0
03/25/2010,2,5.5,9.1,12.6,60,82.3646,92,12.8,139.2896,9.3385,2.3,0,269.7,0
03/26/2010,2,3.6,8.5,13.4,67,82.875,95,1.8,150.9375,6.2583,2.2,0,265,0
03/27/2010,2,5.9,11.3,16.7,48,70.6354,93,0,218.1198,2.3156,2.6,0,261.5,0
03/28/2010,2,6.7,12.6,18.5,39,64.7396,84,0,234.3875,2.2635,2.9,2,260.1,0
03/29/2010,2,6.6,10.8,15,68,84.4479,95,7.2,111.1562,8.9469,2.3,0,264.8,0
03/30/2010,2,6.5,10.1,13.7,48,66.8646,84,0,171.2583,10.399,3,0,261,0
03/31/2010,2,4.5,9,13.5,54,74.7708,93,0,144.874,6.9667,2.6,0,257.9,0
04/01/2010,2,4.4,9.2,13.9,40,58.6042,81,0,233.7802,5.2542,2.9,2,256.7,0
04/02/2010,2,2.3,8.3,14.4,53,71.6458,90,0,174.6906,4.0083,2.6,0,254.5,0
04/03/2010,2,6.1,10.1,14,49,72.8854,94,0.4,172.8115,7.6833,2.8,0,252.5,0
04/04/2010,3,3.3,10,16.7,27,53.6667,85,0,270.049,5.2031,3.7,0,250,0
04/05/2010,3,7.6,13.6,19.5,25,45.8125,61,0,266.5604,6.6781,4.7,2,247.3,0
04/06/2010,3,6.9,12.6,18.3,37,56.5938,75,0,201.3969,2.8052,3.2,0,245.2,0
03/01/2011,1,4.2,8.3,12.3,30,48.7604,61,0,185.1448,11.8385,3.7,0,260.9,0
03/02/2011,1,2.8,7.7,12.5,34,52.9167,68,0,183.5719,13.0937,3.6,0,258.9,0
03/03/2011,1,3.4,7.8,12.1,33,49.9896,64,0,197.926,11.9802,3.5,0,257.4,0
03/04/2011,1,1.7,5.6,9.5,45,67.3958,85,0,153.9646,7.2719,2.2,0,256.6,0
03/05/2011,2,3.5,6.3,9.1,74,85.0625,94,8,39.8896,5.8188,1.4,0,263.1,0
03/06/2011,2,6.6,10.1,13.5,52,71.4271,94,0,139.225,5.8938,2.2,0,260.7,0
03/07/2011,2,7.1,12.1,17,39,59.8854,74,0,159.2979,5.6875,3.1,0,257.3,0
03/08/2011,2,8.1,10,11.9,51,73.3542,90,6,30.9896,8.55,2.2,0,260.8,0
03/09/2011,2,7.7,9.2,10.7,70,81.9167,93,6.4,27.4396,6.9469,1.5,0,265.6,0
03/10/2011,2,6.4,10.8,15.1,48,69.1875,83,0,151.9406,6.5969,2.7,0,261.5,0
03/11/2011,2,7.6,9.4,11.2,66,80.5938,95,6.2,33.6687,6.3917,1.6,0,265.7,0
03/12/2011,2,7.6,11.3,15.1,59,84.1771,96,8.6,108.9104,3.976,2.1,0,270.7,0
03/13/2011,2,6.5,8,9.4,81,90.0312,95,11,43.726,2.775,1.2,0,275.2,0
03/14/2011,2,7.6,8.9,10.2,86,93.4896,95,20.8,30.2271,4.8896,1.1,0,284.1,0
03/15/2011,2,5.3,9.6,13.8,37,65.9583,89,0,202.5427,7.1677,2.9,0,263.7,0
03/16/2011,2,1.7,7.9,14.2,50,74.1354,93,0,210.4458,7.3927,2.7,0,258.2,0
03/17/2011,2,5.3,12.5,19.6,43,69.7604,93,0,225.9094,1.6208,2.6,0,255.7,0
03/18/2011,2,5.9,13.8,21.7,37,61.7083,87,0,223.8177,1.7229,2.9,0,253.9,0
03/19/2011,2,10.4,16.6,22.7,28,45.2812,65,0,232.9667,4.3625,4.1,0,252.1,0
03/20/2011,2,11.7,17.6,23.6,23,38.2917,57,0,232.0052,7.0396,5.3,0,250.3,0
03/21/2011,2,6.8,13,19.2,35,50.9479,76,0,228.7865,3.9615,3.4,0,249.4,0
03/22/2011,2,8.8,12.6,16.4,33,57.1771,74,0,198.299,9.5062,4,0,248.3,0
03/23/2011,2,5.7,9.8,13.9,54,62.4479,79,0,172.199,11.8885,3,0,247.5,0
03/24/2011,2,8.5,12.8,17.1,60,77.8854,94,6.2,104.9802,6.3917,2.6,0,250.9,0
03/25/2011,2,9.6,12.2,14.8,76,89.0833,95,16.6,68.7323,3.5854,1.8,0,265.5,0
03/26/2011,2,6.2,10.1,13.9,77,89.3021,95,8,58.3229,3.801,1.9,0,270.4,0
03/27/2011,2,7.7,10.8,13.9,60,81.5,94,2.6,69.4958,4.7313,2.2,0,265.9,0
03/28/2011,2,8.4,11.2,13.9,66,84.3958,95,7,89.6031,3.4937,1.9,0,269.2,0
03/29/2011,2,7.4,13.1,18.9,42,75.5104,96,0.2,191.3031,7.8062,3.6,0,262.2,0
03/30/2011,2,7.3,13.6,19.9,50,71.5625,93,0,169.4885,2.5396,3,0,259,0
03/31/2011,2,10.7,16.4,22,42,64.6146,84,0,248.2427,3.851,3.6,0,256.6,0
04/01/2011,2,11.8,18.4,25,34,62.1146,83,0,236.3812,4.4812,4.4,0,254.2,0
04/02/2011,2,11.2,15,18.9,57,72.8125,88,0,114.5958,1.424,2.5,0,252.9,0
04/03/2011,2,10.6,13.4,16.3,44,63.75,89,0,121.2854,6.2781,3,0,251.3,0
04/04/2011,3,10.1,15.4,20.8,45,62.7708,77,0,249.6417,9.5021,4.4,0,248.9,0
04/05/2011,3,12.8,19.6,26.3,28,52.6458,78,0,252.5458,6.6573,5.5,0,245.8,0
04/06/2011,3,16.4,21,25.6,29,43.4479,55,0,208.399,7.549,5.9,0,242.2,0
04/07/2011,3,15.2,21.1,27.1,24,41.8021,59,0,230.101,3.75,4.9,0,239,0.017
04/08/2011,3,15.7,21.7,27.7,24,38.5521,61,0,257.0281,2.7146,4.5,0,235.9,0.022
04/09/2011,3,9.6,17.2,24.8,26,61.6146,90,0,261.376,3.2167,4.3,0,232.9,0.028
04/10/2011,3,10,17.4,24.8,25,51.4896,87,0,266.7469,7.4125,5.6,0,228.8,0.035
04/11/2011,3,13,18.3,23.6,32,48.2812,72,0,268.8865,12.8198,6.2,0,224.1,0.044
04/12/2011,3,12.5,19.1,25.8,29,49.3646,64,0,265.7229,9.4823,6.5,0,219.1,0.054
04/13/2011,3,10.1,18.6,27.2,18,45.9271,82,0,272.2385,1.9979,4.4,0,215.6,0.067
04/14/2011,3,10.2,19.5,28.9,22,44.9792,81,0,268.5531,1.4667,4.4,0,212.1,0.082
04/15/2011,3,14.5,20.3,26.1,18,34.2708,61,0,271.2531,8.4792,6.8,0,207,0.099
04/16/2011,3,11.8,18,24.1,31,47.5208,68,0,266.5104,6.4271,5.3,0,203,0.12
04/17/2011,3,13.4,18.4,23.4,33,53.4583,70,0,258.875,4.4073,4.4,0,199.7,0.144
04/18/2011,3,10.9,16.3,21.7,41,62.4062,92,0.4,197.5469,4.0146,3.8,0,196.9,0.172
04/19/2011,3,12.4,14.7,17,75,91.7188,95,22.8,64.925,3.2375,2.2,0,217.3,0.206
04/20/2011,3,12.1,14.9,17.6,75,91.4375,96,17.2,76.7365,2.3896,2.3,0,231.3,0.245
04/21/2011,3,10.5,12.6,14.6,82,93.0521,96,32.6,70.9167,2.9844,1.9,0,256.4,0.291
04/22/2011,3,9.1,12.4,15.8,59,85.4688,95,2.2,154.1719,4.3677,2.6,0,255.7,0.345
04/23/2011,3,8.8,14.1,19.3,45,78.8542,96,0.2,205.6229,1.8844,3.1,0,252.5,0.405
04/24/2011,3,11.2,16.4,21.6,37,59.6354,83,0,277.2323,10.5781,5.1,0,247.4,0.473
04/25/2011,3,12.3,17.4,22.4,33,54.5417,73,0,271.0698,10.2625,5.6,0,242.2,0.545
04/26/2011,3,13.1,17.8,22.5,38,53.4583,69,0,264.3781,9.8448,5.4,0,237.3,0.621
04/27/2011,3,13.1,19.1,25.2,31,52.2188,69,0.2,287.55,4.2021,4.9,0,232.9,0.702
04/28/2011,3,10.8,18.5,26.1,27,54.0312,77,0,260.8729,2.0698,4.5,0,228.8,0.788
04/29/2011,3,12,16.7,21.4,46,76.4375,94,7.8,163.524,3.0656,3.5,0,232.8,0.878
04/30/2011,3,12.1,14.5,16.9,72,90.125,95,2.8,105.0875,2.2094,2.3,0,233,0.973
05/01/2011,3,11.8,15.4,19,47,77.6979,95,5.8,145.9208,2.1354,3,0,235.6,1.073
05/02/2011,3,12.1,17.8,23.5,35,63.3958,86,3,236.5073,3.8219,4.4,0,233.7,1.177
05/03/2011,3,9.3,16.2,23.1,32,63.4479,92,0,302.1469,3.2385,4.3,0,229,1.286
05/04/2011,3,7,14.6,22.1,32,62.5208,90,0,303.8375,1.8167,3.9,0,224.8,1.4
05/05/2011,3,8.8,15.8,22.9,31,61.5104,92,0,296.0885,1.1958,3.8,0,220.6,1.518
05/06/2011,3,10.9,16.1,21.4,48,67.9583,90,0,188.1802,2.9542,3.7,0,217.2,1.641
05/07/2011,3,10.2,14.5,18.9,37,69.5417,91,0.4,183.625,6.2927,4,0,213.5,1.769
05/08/2011,3,7.5,14.4,21.3,40,69.75,95,0,257.675,2.3062,3.9,0,209.9,1.902
05/09/2011,3,9.1,17.6,26,32,58.9792,93,0,298.9948,1.6531,4.5,0,205.7,2.039
05/10/2011,3,14,21.6,29.1,31,53.3125,80,0,302.0698,2.4208,5.1,0,201,2.18
05/11/2011,3,16.9,22.9,28.9,28,50.3438,69,0,294.7635,2.7396,5.1,0,196.5,2.323
05/12/2011,3,13.9,21.5,29.1,26,47.6042,79,0,285.5677,1.3823,4.7,0,192.6,2.466
05/13/2011,3,16.6,23,29.3,23,48.4062,79,0,295.6208,2.2521,5,0,188.8,2.607
05/14/2011,3,15,21.8,28.5,35,57.4688,87,0,236.5521,4.3146,5.4,0,185.1,2.745
05/15/2011,3,10.1,17.4,24.7,22,43.0833,60,0,321.0219,11.8042,7.6,0,180.9,2.875
05/16/2011,4,13.5,20.1,26.8,34,48.3958,84,0.4,279.825,6.4823,5.8,0,177.8,3.006
05/17/2011,4,13.8,19.1,24.3,49,76.6042,96,10.8,196.2375,2.0031,3.9,0,184.3,3.175
05/18/2011,4,14.7,17.5,20.4,62,77.6562,93,5.8,144.4292,4.426,3.1,0,186.8,3.349
05/19/2011,4,13.7,18.4,23.1,50,73.7708,91,0,216.2052,2.9802,3.8,0,182.7,3.526
05/20/2011,4,12,18.9,25.8,36,60.875,89,0,300.1375,1.3854,4.3,0,179.4,3.678
05/21/2011,4,13.3,20.6,27.9,31,60.6979,89,0,264.8562,1.7896,4.7,0,176,3.825
05/22/2011,4,12.8,20.9,29,25,54.875,85,0,311.9667,1.0875,4.7,0,173,3.968
05/23/2011,4,13.8,22.5,31.1,25,55.1667,89,0,267.425,2.0635,5.5,0,169.8,4.105
05/24/2011,4,15.5,23.8,32.1,19,42.8854,80,0,302.0427,2.3875,5.8,0,166.8,4.236
05/25/2011,4,15.7,23.6,31.5,20,48.2292,79,0,295.2646,1.701,5.3,0,164.4,4.364
05/26/2011,4,16.3,21.5,26.7,39,60.4062,86,0,202.3292,3.9115,4.8,0,162.9,4.491
05/27/2011,4,14.2,20.4,26.7,39,73.1875,95,0.2,215.1417,1.5917,4.4,0,161.6,4.616
05/28/2011,4,13.8,20.1,26.4,38,69.4792,92,1.8,188.5365,2.5312,4.6,0,161.3,4.741
05/29/2011,4,15.3,20.7,26.1,36,67.6146,91,0,213.8708,2.4688,4.4,0,159.4,4.863
05/30/2011,4,13.4,18.1,22.8,44,75.5208,94,0.4,176.1833,1.0427,3.6,0,158.5,4.984
05/31/2011,4,12.2,19.5,26.9,33,59.5312,92,0,319.0073,5.4542,5.7,0,157.4,5.098
06/01/2011,4,12.4,18.4,24.5,20,38.9271,58,0,324.5427,15.6802,8.4,0,156,5.204
06/02/2011,4,10,17.2,24.4,31,41.0521,56,0,323.5437,9.8344,6.8,0,155,5.221
06/03/2011,4,13.3,20.3,27.2,28,46.2708,62,0,310.0156,5.9688,6.4,0,154,5.237
06/04/2011,4,16,22.4,28.7,21,41.1771,65,0,306.6552,1.976,5,0,153.3,5.253
06/05/2011,4,15,22,29,27,49.8229,84,0,226.8469,3.6177,5.7,0,152.6,5.267
06/06/2011,4,11.3,17.7,24.1,48,71.75,95,0,250.175,4.0563,4.5,0,152.1,5.28
06/07/2011,4,10.7,16.1,21.5,39,65.1146,93,0,291.7198,4.4885,4.3,0,151.6,5.293
06/08/2011,4,7.4,15.4,23.5,21,56.4896,91,0,321.8781,2.8854,4.9,0,151.1,5.304
06/09/2011,4,7.9,14.6,21.3,41,64.3229,89,1.2,194.8979,2.0312,4,0,151.1,5.315
06/10/2011,4,8.5,16.9,25.3,32,58.7188,92,0,268.0281,2.6396,4.9,0,150.3,5.324
06/11/2011,4,11.2,19.9,28.7,22,49.1042,85,0,312.7875,2.2781,5.4,0,149.9,5.332
06/12/2011,4,12.1,21.3,30.5,17,42.8854,77,0,313.4469,3.375,6.4,0,149.5,5.339
06/13/2011,4,11.6,19.4,27.2,31,49.7188,80,0,327.9875,2.9208,5.3,0,149.2,5.346
06/14/2011,4,11.3,20.9,30.5,24,53.4167,89,0,325.3,2.5823,5.9,0,148.8,5.352
06/15/2011,4,12.1,21.4,30.8,24,47.1562,82,0,316.2667,3.4802,6.3,0,148.5,5.357
06/16/2011,4,12.1,20.2,28.3,27,52.75,82,0,302.3083,2.0865,5.2,0,148.3,5.362
06/17/2011,4,11.6,19.6,27.7,23,59.4583,92,0,314.1635,4.749,6.1,0,148.1,5.366
06/18/2011,4,8.4,17.9,27.5,25,50.6979,86,0,314.7792,3.0521,5.7,0,147.8,5.37
03/01/2012,1,3.6,10.5,17.3,33,57.0625,76,0,160.3906,2.7177,2.5,0,261.7,0
03/02/2012,1,2.8,9.5,16.2,44,70.5625,90,0,119.9917,2.0896,2.1,0,260.3,0
03/03/2012,1,3,8.7,14.3,58,81.5833,95,0.2,99.4219,1.9094,1.8,0,258.7,0
03/04/2012,1,5.2,10.6,15.9,60,78.8438,95,1.4,89.4687,6.6094,2.3,0,257.7,0
03/05/2012,2,5.6,11.2,16.8,23,48.2396,88,0,195.9562,11.7229,4.3,0,254.8,0
03/06/2012,2,5.1,11.8,18.5,26,48.3125,70,0,167.6167,4.8354,3.5,0,253.3,0
03/07/2012,2,6.7,12.5,18.4,18,45.5938,85,0,187.5927,5.6448,3.7,0,252.1,0
03/08/2012,2,5.8,13.7,21.6,20,45.0729,76,0,186.7,10.0646,5.4,0,250.7,0
03/09/2012,2,8.8,15.5,22.2,17,26.9271,39,0,205.0406,20.2323,8.3,0,249,0
03/10/2012,2,8.2,14.1,20,22,32.4375,49,0,200.5958,9.2812,5.3,0,248.2,0
03/11/2012,2,9.7,15.7,21.6,22,28.3854,46,0,204.524,8.3,5.4,0,247.4,0
03/12/2012,2,5.8,14.8,23.7,21,37.2083,72,0,206.9438,1.9792,3.3,0,247,0
03/13/2012,2,7.7,15.7,23.7,18,40.6354,70,0,207.8063,1.1802,2.8,0,246.7,0
03/14/2012,2,7.3,15.7,24,19,37.6771,71,0,166.1333,1.8927,3.3,0,246.2,0
03/15/2012,2,6.6,12.5,18.4,29,44.6979,71,0,107.9667,1.6906,2.6,0,245.9,0
03/16/2012,2,7.4,13.1,18.8,40,65.2292,93,0.4,159.1427,3.1562,2.8,0,245.6,0
03/17/2012,2,4.1,8.6,13,55,79,96,0,83.4354,4.3583,2.1,0,245.3,0
03/18/2012,2,4,8.8,13.7,32,58.5521,90,0.2,151.4698,6.625,3,0,244.9,0
03/19/2012,2,4.1,9.7,15.3,23,42.2812,66,0,224.9917,13.851,4.8,0,244.2,0
03/20/2012,2,4.1,9.4,14.7,21,41.4792,66,0,227.274,14.95,4.9,0,243.4,0
03/21/2012,2,3.8,9.5,15.2,26,46.9375,70,0,223.2656,14.4302,4.7,0,242.7,0
03/22/2012,2,0.1,9,17.8,24,52.2917,90,0,217.0927,2.2177,3,0,242.2,0
03/23/2012,2,9.2,14.8,20.5,23,39.4792,54,0,160.5812,7.3958,5,0,241.3,0
03/24/2012,2,10.5,13.9,17.4,40,54.5208,77,0.2,84.0896,3.424,2.8,0,240.9,0
03/25/2012,2,11.4,16.9,22.4,17,40.2604,77,0,206.4635,3.0146,3.7,0,240.2,0
03/26/2012,2,9.5,16.7,23.9,15,28.4271,49,0,229.8156,5.7781,5.5,0,239,0
03/27/2012,2,10.3,16.3,22.3,18,32.4896,52,0,230.6521,8.5708,5.9,0,237.8,0
03/28/2012,2,10.4,16.1,21.7,14,29.8333,46,0,237.1115,9.9208,6.5,0,236.4,0
03/29/2012,2,10.3,16.3,22.2,10,26.4479,40,0,242.8615,7.9833,6.3,0,234.9,0
03/30/2012,2,9,15.6,22.1,18,32.9792,62,0,212.8854,4.1792,4.4,0,233.8,0
03/31/2012,2,6.1,13.3,20.5,25,59.9583,88,0,121.199,2.4083,3.4,0,232.9,0
04/01/2012,2,6.9,14,21.1,31,65.5,91,1.4,169.3823,1.8625,3.2,0,232,0
04/02/2012,2,8.8,14.1,19.4,46,75.625,93,0.2,189.35,2.4344,2.9,0,231.1,0
04/03/2012,2,7.1,12.3,17.4,50,72.5729,94,0,172.2625,3.0948,2.8,0,230.1,0
04/04/2012,3,7.6,12.4,17.1,46,69.0104,87,1.4,101.7625,1.3104,2.5,0,229.1,0
04/05/2012,3,4.2,9.9,15.7,30,64.1458,91,0,171.4656,3.7344,3.1,0,227.8,0
04/06/2012,3,2.7,7.9,13.1,39,69.6354,88,2.8,212.4229,6.2427,3,0,227.3,0
04/07/2012,3,2.5,8.2,13.9,50,72,94,0,124.0896,1.9708,2.5,0,225.2,0
04/08/2012,3,4.3,13,21.7,27,56.9792,89,0,260.5021,1.9906,3.6,0,223.3,0
04/09/2012,3,6.5,15.1,23.7,19,46.1771,78,0,243.1365,2.6896,4.3,0,220.7,0.006
04/10/2012,3,7.5,11.6,15.7,46,61.3542,87,0.4,212.8229,10.3354,3.4,0,218.6,0.028
04/11/2012,3,6.6,11.1,15.6,43,65.7917,86,0,155.0729,6.2854,3.2,0,216.5,0.036
04/12/2012,3,6.7,11.5,16.4,38,63.0938,91,0,179.5396,10.2312,3.8,0,213.9,0.045
04/13/2012,3,7.7,11.1,14.4,40,58.875,86,0.2,145.1979,9.8354,3.4,0,211.6,0.056
04/14/2012,3,7.5,10.6,13.7,52,70.5208,94,10,189.5302,11.2604,2.8,0,218.5,0.069
04/15/2012,3,5.4,9.8,14.2,30,47.0104,71,0,270.8802,12.8458,4.3,0,213.8,0.085
04/16/2012,3,5.7,11.7,17.6,18,41,60,0,277.4062,11.2604,5.6,0,207.6,0.103
04/17/2012,3,4.9,12.2,19.5,39,58.375,81,0,265.1375,7.0552,4.3,0,202.9,0.126
04/18/2012,3,7.8,10.1,12.4,53,69.0625,88,0.4,104.901,12.8146,2.8,0,200.8,0.152
04/19/2012,3,9.3,11.4,13.6,52,67.2188,79,0,83.7521,9.2677,3,0,198.4,0.183
04/20/2012,3,8.4,13.6,18.9,48,73.6979,93,0,185.5031,8.4948,3.8,0,195.6,0.217
04/21/2012,3,8.1,13.4,18.8,55,72.2917,88,0,196.5135,7.95,3.6,0,193.1,0.257
04/22/2012,3,3.8,10.1,16.3,41,62.1875,93,0,268.0448,7.8521,3.7,0,190.6,0.302
04/23/2012,3,5.2,11.5,17.9,49,65.9062,82,0,186.8021,7.6344,3.8,0,188.1,0.353
04/24/2012,3,6.1,11.8,17.4,38,53.8542,75,0,240.1573,8.4094,4.2,0,185.6,0.407
04/25/2012,3,7,10,13,74,83.8958,94,12.8,53.524,7.3958,2.1,0,196.1,0.47
04/26/2012,3,7.5,10.5,13.5,58,85.0208,94,8,111.926,2.3146,2.3,0,201.6,0.538
04/27/2012,3,7.7,10.9,14.1,58,82.25,94,2.2,125.6219,1.1844,2.3,0,201.2,0.61
04/28/2012,3,7.5,11.6,15.6,43,72.3333,93,0.4,201.9708,2.9302,2.9,0,198.5,0.687
04/29/2012,3,6.8,10.7,14.6,53,79.625,93,3.8,170.9927,2.5281,2.6,0,199.4,0.769
04/30/2012,3,3.9,10.1,16.4,41,67.7083,94,0,232.501,4.5708,3.5,0,195.6,0.855
05/01/2012,3,2.5,7.8,13.2,62,81.5208,93,2.8,116.5604,2.8656,2.6,0,195.5,0.946
05/02/2012,3,6.8,9.7,12.5,78,88.4688,94,15,49.6021,5.1031,2,0,208.4,1.041
05/03/2012,3,9.1,12.4,15.7,74,90.2708,95,31.8,101.1208,4.2323,2.4,0,233.9,1.141
05/04/2012,3,9.2,12.6,15.9,59,80.4167,95,9.8,184.7906,6.551,2.8,0,240.5,1.246
05/05/2012,3,7.6,12.2,16.8,58,77.1979,93,3.2,165.6688,2.8969,2.9,0,240.5,1.356
05/06/2012,3,6.4,12.4,18.3,42,65.9583,89,0,214.3406,3.7188,3.6,0,236.6,1.47
05/07/2012,3,8.2,11,13.8,85,91.5417,95,14.4,59.574,0.7542,2.2,0,248.4,1.59
05/08/2012,3,13.8,18.5,23.1,48,75.4167,95,0.2,236.3323,4.9552,4,0,244.2,1.713
05/09/2012,3,10.2,18.8,27.3,30,64.9792,93,0,291.4271,1.6708,4.6,0,239.6,1.842
05/10/2012,3,15,22.9,30.7,28,51.8125,82,0,281.526,1.9927,5.1,0,234.8,1.975
05/11/2012,3,16.2,22.9,29.5,33,54.9375,84,0,169.7708,1.7458,4.7,0,230.4,2.113
05/12/2012,3,17.4,24.8,32.1,25,49.9688,75,0,218.6719,1.0219,4.7,0,226.1,2.256
05/13/2012,3,14.9,23.6,32.2,19,46.8854,86,0,220.7781,2.8802,6,0,220.5,2.403
05/14/2012,3,14.6,22.5,30.4,16,39.0729,69,0,297.8479,4.376,6.6,0,214.5,2.555
05/15/2012,3,11.8,21.1,30.3,21,42.9583,76,0,300.9406,4.2917,6.5,0,208.5,2.711
05/16/2012,4,14.1,22.8,31.4,22,39.4375,69,0,285.0833,2.5187,5.8,0,203.2,2.872
05/17/2012,4,13.1,19.9,26.8,21,58.625,88,0,253.8979,3.6708,5.3,0,198.5,3.034
05/18/2012,4,8.4,16.8,25.1,33,58.25,87,0,278.999,3.6198,5.1,0,194.3,3.196
05/19/2012,4,8.5,13.3,18.2,35,61.5104,82,0,213.9937,6.0198,4.2,0,190.9,3.359
05/20/2012,4,7.6,12,16.4,44,63.7708,84,0,243.449,8.551,3.8,0,188,3.523
05/21/2012,4,8.4,13.2,18,41,56.4375,87,0,302.9885,7.5323,4.1,0,185.1,3.684
05/22/2012,4,7.8,17.1,26.4,28,58.4167,91,0,304.0833,1.7656,4.8,0,182.1,3.84
05/23/2012,4,13.5,21.4,29.4,22,45.3646,81,0,308.5688,1.8281,5.1,0,179.1,3.972
05/24/2012,4,0,15.7,31.4,1,41.5833,66,0,273.0552,1.6844,5.4,0,176.3,4.017
05/25/2012,4,12.6,19.2,25.8,26,55.7604,80,0,300.5542,6.3073,6,0,173.5,4.055
05/26/2012,4,9,15.3,21.5,32,53.8021,77,0,278.6417,4.2135,4.6,0,171.4,4.092
05/27/2012,4,7.5,16.1,24.6,33,57.8333,87,0,282.6885,2.9844,4.9,0,169.4,4.124
05/28/2012,4,9.7,19,28.4,17,48.5312,87,0,299.9646,2.625,5.6,0,167.3,4.15
05/29/2012,4,8.9,18.3,27.7,17,46.9583,71,0,296.7854,2.2792,5.4,0,165.5,4.173
05/30/2012,4,12.8,22.1,31.4,19,44.0104,80,0,307.7323,2.9104,6.2,0,163.6,4.19
05/31/2012,4,19.8,27,34.3,16,31.7292,54,0,284.6365,3.6646,6.9,0,161.8,4.202
06/01/2012,4,18.6,26,33.4,21,40.25,66,0,248.4948,2.5469,6,0,160.3,4.212
06/02/2012,4,15.2,19.5,23.8,50,71.2812,90,0,158.4219,4.5823,4.2,0,159.3,4.235
06/03/2012,4,12.8,20.2,27.6,28,58.1562,92,0,272.1406,2.0833,4.9,0,158.2,4.256
06/04/2012,4,11.6,19.9,28.1,27,48.6875,80,0,315.574,3.0385,5.5,0,157.1,4.274
06/05/2012,4,12.9,21.4,29.8,30,57.3333,87,0,296.8333,4.7594,6.3,0,156,4.29
06/06/2012,4,15.6,20.9,26.3,41,62.2604,81,0,245.8906,6.5354,5.5,0,155.1,4.305
06/07/2012,4,12.4,18.1,23.9,33,63.6042,92,0.2,254.9094,7.8729,5.5,0,154.3,4.319
06/08/2012,4,10.1,15.9,21.7,33,55.2812,81,0,259.3813,4.0208,4.5,0,153.6,4.332
06/09/2012,4,8.4,16.6,24.8,28,61.5208,87,0,238.4344,3.4812,5.2,0,152.9,4.344
06/10/2012,4,15.9,20.5,25.1,32,62.5521,92,0,304.9719,9.2062,5.7,0,152.3,4.354
06/11/2012,4,13.7,17.4,21.2,37,59.2917,82,0,216.8521,9.7,5,0,151.7,4.363
06/12/2012,4,9.8,16.4,23,34,52.9062,80,0,277.9083,6.0625,5.3,0,151.2,4.372
06/13/2012,4,11.9,19.9,28,14,44.3542,74,0,317.7156,5.8677,7,0,150.6,4.379
06/14/2012,4,10,18,26,34,49.9688,77,0,315.7688,5.4052,5.8,0,150.2,4.386
06/15/2012,4,10.1,18.9,27.8,27,54.8542,84,0,310.0573,4.2396,6,0,149.7,4.392
06/16/2012,4,11.8,19.3,26.7,41,61.9167,89,0,255.824,4.9177,5.4,0,149.4,4.398
06/17/2012,4,12.4,20.5,28.6,31,59.3229,90,0,290.5073,4.8531,6.1,0,149,4.402
